t_s,theta_rad_clean,omega_rad_s_clean,theta_rad_noisy,omega_rad_s_noisy
7.900000,-0.4969574822,-0.2389107925,-0.4926613001,-0.2377605317
7.910000,-0.4988782759,-0.1451927605,-0.4968013991,-0.1467940885
7.920000,-0.4998605036,-0.0512245842,-0.4971447153,-0.0445111834
7.930000,-0.4999024736,0.0428317969,-0.5126699594,0.0449637632
7.940000,-0.4990041135,0.1368144266,-0.5098146789,0.1292947333
7.950000,-0.4971669707,0.2305613627,-0.4866354422,0.2273708233
7.960000,-0.4943942116,0.3239107083,-0.4947897631,0.3159504498
7.970000,-0.4906906212,0.4167006506,-0.4838756143,0.4274607220
7.980000,-0.4860626022,0.5087695090,-0.4857794185,0.5089826255
7.990000,-0.4805181730,0.5999557973,-0.4802206116,0.6189677042
8.000000,-0.4740669656,0.6900983052,-0.4646841275,0.6894916971
8.010000,-0.4667202223,0.7790361993,-0.4718806696,0.7719521316
8.020000,-0.4584907915,0.8666091504,-0.4575295837,0.8514720064
8.030000,-0.4493931215,0.9526574872,-0.4540158743,0.9346260905
8.040000,-0.4394432533,1.0370223805,-0.4437882156,1.0211810211
8.050000,-0.4286588114,1.1195460579,-0.4317505326,1.1222173244
8.060000,-0.4170589913,1.2000720527,-0.4148376536,1.2051593030
8.070000,-0.4046645457,1.2784454858,-0.4094520320,1.2626335788
8.080000,-0.3914977669,1.3545133811,-0.3789402057,1.3634637642
8.090000,-0.3775824659,1.4281250146,-0.3865285390,1.4232944040
8.100000,-0.3629439482,1.4991322955,-0.3648126646,1.5006002257
8.110000,-0.3476089851,1.5673901777,-0.3520062957,1.5835123840
8.120000,-0.3316057816,1.6327570982,-0.3171360027,1.6417254914
8.130000,-0.3149639389,1.6950954409,-0.3129983911,1.6924101344
8.140000,-0.2977144125,1.7542720202,-0.2873959671,1.7453600979
8.150000,-0.2798894658,1.8101585816,-0.2947450695,1.7886404276
8.160000,-0.2615226177,1.8626323128,-0.2588521150,1.8554407796
8.170000,-0.2426485859,1.9115763612,-0.2337522779,1.9094650588
8.180000,-0.2233032247,1.9568803504,-0.2224803848,1.9470085551
8.190000,-0.2035234579,1.9984408918,-0.1928686541,1.9971283221
8.200000,-0.1833472056,2.0361620826,-0.1885200901,2.0369306014
8.210000,-0.1628133081,2.0699559849,-0.1487198337,2.0677074251
8.220000,-0.1419614429,2.0997430802,-0.1189724617,2.0932430544
8.230000,-0.1208320391,2.1254526914,-0.1244604247,2.1271392382
8.240000,-0.0994661866,2.1470233682,-0.1039212118,2.1514427747
8.250000,-0.0779055423,2.1644032285,-0.0633716975,2.1534992377
8.260000,-0.0561922326,2.1775502524,-0.0403965112,2.1916595762
8.270000,-0.0343687542,2.1864325242,-0.0395973545,2.1854466429
8.280000,-0.0124778712,2.1910284174,-0.0166797394,2.1912169137
8.290000,0.0094374877,2.1913267218,0.0066196416,2.1984088660
8.300000,0.0313343343,2.1873267091,0.0178898292,2.1896588704
8.310000,0.0531697255,2.1790381378,0.0439832061,2.1885695041
8.320000,0.0749008680,2.1664811952,0.0648594604,2.1693524369
8.330000,0.0964852221,2.1496863794,0.0888072464,2.1435620057
8.340000,0.1178806037,2.1286943212,0.1175337548,2.1323093565
8.350000,0.1390452850,2.1035555507,0.1413874324,2.0921182887
8.360000,0.1599380918,2.0743302101,0.1754430967,2.0754158072
8.370000,0.1805184978,2.0410877182,0.1705349573,2.0407554183
8.380000,0.2007467158,2.0039063913,0.2105899397,2.0018252227
8.390000,0.2205837846,1.9628730253,0.2184438961,1.9615876502
8.400000,0.2399916514,1.9180824461,0.2394970143,1.8992639556
8.410000,0.2589332499,1.8696370331,0.2656814448,1.8641497840
8.420000,0.2773725733,1.8176462233,0.2661453531,1.8185746723
8.430000,0.2952747423,1.7622260015,0.2990988398,1.7638245654
8.440000,0.3126060681,1.7034983841,0.3142705902,1.6932216327
8.450000,0.3293341099,1.6415909012,0.3342586226,1.6542479796
8.460000,0.3454277278,1.5766360844,0.3483194143,1.5679743359
8.470000,0.3608571301,1.5087709643,0.3854101315,1.5184655363
8.480000,0.3755939159,1.4381365844,0.3692165160,1.4424085280
8.490000,0.3896111126,1.3648775346,0.3843011430,1.3584152615
8.500000,0.4028832097,1.2891415082,0.3966518044,1.3068946171
8.510000,0.4153861872,1.2110788873,0.4098314160,1.1991425190
8.520000,0.4270975408,1.1308423572,0.4207236696,1.1400338989
8.530000,0.4379963032,1.0485865525,0.4498864685,1.0585923757
8.540000,0.4480630617,0.9644677374,0.4622681042,0.9577615353
8.550000,0.4572799732,0.8786435185,0.4515725102,0.8925681715
8.560000,0.4656307763,0.7912725922,0.4573072205,0.7887721270
8.570000,0.4731008011,0.7025145244,0.4778149567,0.7054014607
8.580000,0.4796769771,0.6125295630,0.4741547466,0.6151327814
8.590000,0.4853478386,0.5214784796,0.4916771568,0.5201353922
8.600000,0.4901035301,0.4295224388,0.4921327603,0.4376305216
8.610000,0.4939358090,0.3368228938,0.4787783679,0.3447577810
8.620000,0.4968380485,0.2435415022,0.5123131005,0.2260561825
8.630000,0.4988052389,0.1498400619,0.5167640156,0.1628834643
8.640000,0.4998339892,0.0558804603,0.4937061023,0.0392555404
8.650000,0.4999225273,-0.0381753644,0.4960455117,-0.0278499024
8.660000,0.4990707010,-0.1321654564,0.5019293549,-0.1208984051
8.670000,0.4972799771,-0.2259278718,0.5006245450,-0.2368375362
8.680000,0.4945534421,-0.3193007109,0.5011388849,-0.3234088538
8.690000,0.4908958009,-0.4121221556,0.5109978463,-0.4231792022
8.700000,0.4863133760,-0.5042305172,0.4845439037,-0.5063797275
8.710000,0.4808141059,-0.5954642985,0.4728311334,-0.5985446413
8.720000,0.4744075428,-0.6856622730,0.4606143505,-0.6778656677
8.730000,0.4671048493,-0.7746635861,0.4597955489,-0.7615604986
8.740000,0.4589187945,-0.8623078801,0.4585875248,-0.8483510420
8.750000,0.4498637476,-0.9484354473,0.4678093262,-0.9540571276
8.760000,0.4399556710,-1.0328874116,0.4347795580,-1.0349796304
8.770000,0.4292121109,-1.1155059431,0.4314499905,-1.1323403250
8.780000,0.4176521856,-1.1961345040,0.4174879566,-1.2041932047
8.790000,0.4052965709,-1.2746181294,0.4171805036,-1.2649696130
8.800000,0.3921674833,-1.3508037408,0.4174368075,-1.3346479126
8.810000,0.3782886592,-1.4245404943,0.3729799715,-1.4368839831
8.820000,0.3636853307,-1.4956801593,0.3587909363,-1.5016048019
8.830000,0.3483841974,-1.5640775287,0.3588258061,-1.5643415863
8.840000,0.3324133940,-1.6295908564,0.3392323089,-1.6267892448
8.850000,0.3158024536,-1.6920823196,0.3342695269,-1.7001783548
8.860000,0.2985822658,-1.7514185017,0.3044215476,-1.7471778913
8.870000,0.2807850301,-1.8074708921,0.2771921092,-1.8122092856
8.880000,0.2624442049,-1.8601163970,0.2683507532,-1.8602609197
8.890000,0.2435944497,-1.9092378563,0.2546814856,-1.9037750138
8.900000,0.2242715644,-1.9547245611,0.2324763862,-1.9546603384
8.910000,0.2045124210,-1.9964727649,0.2095851613,-2.0008366238
8.920000,0.1843548926,-2.0343861828,0.1950216395,-2.0354822808
8.930000,0.1638377754,-2.0683764715,0.1755307313,-2.0692601011
8.940000,0.1430007077,-2.0983636856,0.1568222976,-2.1020637959
8.950000,0.1218840834,-2.1242767010,0.1283711822,-2.1268646616
8.960000,0.1005289618,-2.1460536017,0.0988577810,-2.1300671300
8.970000,0.0789769740,-2.1636420248,0.0804441109,-2.1580328304
8.980000,0.0572702257,-2.1769994562,0.0693353154,-2.1799542593
8.990000,0.0354511974,-2.1860934747,0.0272818407,-2.1791239307
9.000000,0.0135626426,-2.1909019411,0.0172493757,-2.1942401360
9.010000,-0.0083525160,-2.1914131273,-0.0122859041,-2.1796818809
9.020000,-0.0302512904,-2.1876257856,-0.0299638422,-2.1839293637
9.030000,-0.0520907329,-2.1795491560,-0.0393062143,-2.1806221774
9.040000,-0.0738280403,-2.1672029118,-0.0719170496,-2.1627257426
9.050000,-0.0954206579,-2.1506170443,-0.0949562924,-2.1663258058
9.060000,-0.1168263818,-2.1298316876,-0.1304249432,-2.1410993623
9.070000,-0.1380034591,-2.1048968881,-0.1305409235,-2.1168361382
9.080000,-0.1589106860,-2.0758723196,-0.1524558442,-2.0744428886
9.090000,-0.1795075019,-2.0428269501,-0.1578749546,-2.0255018001
9.100000,-0.1997540810,-2.0058386650,-0.2028318633,-1.9835256635
9.110000,-0.2196114192,-1.9649938506,-0.2174199159,-1.9586133396
9.120000,-0.2390414168,-1.9203869464,-0.2365475800,-1.9153785017
9.130000,-0.2580069571,-1.8721199693,-0.2422324243,-1.8901305467
9.140000,-0.2764719789,-1.8203020187,-0.2774249342,-1.8257287567
9.150000,-0.2944015458,-1.7650487674,-0.2916113305,-1.7729266049
9.160000,-0.3117619084,-1.7064819453,-0.3056829433,-1.7126904213
9.170000,-0.3285205631,-1.6447288218,-0.3266544719,-1.6464102600
9.180000,-0.3446463043,-1.5799216925,-0.3491106405,-1.5846425983
9.190000,-0.3601092726,-1.5121973771,-0.3581683726,-1.5319903752
9.200000,-0.3748809970,-1.4416967316,-0.3641446795,-1.4342176290
9.210000,-0.3889344338,-1.3685641806,-0.3991995868,-1.3792916108
9.220000,-0.4022439992,-1.2929472741,-0.4009143024,-1.2905548054
9.230000,-0.4147855987,-1.2149962703,-0.4217868069,-1.1942554436
9.240000,-0.4265366526,-1.1348637490,-0.4145861863,-1.1440575949
9.250000,-0.4374761169,-1.0527042562,-0.4527079860,-1.0780071314
9.260000,-0.4475845017,-0.9686739823,-0.4531737201,-0.9715340245
9.270000,-0.4568438857,-0.8829304738,-0.4530717669,-0.8719208774
9.280000,-0.4652379291,-0.7956323783,-0.4495826888,-0.7760489038
9.290000,-0.4727518830,-0.7069392238,-0.4734093856,-0.7192347197
9.300000,-0.4793725974,-0.6170112281,-0.4849245926,-0.6120442359
9.310000,-0.4850885272,-0.5260091401,-0.4662769565,-0.5306622447
9.320000,-0.4898897370,-0.4340941078,-0.5043698760,-0.4351535913
9.330000,-0.4937679043,-0.3414275721,-0.5157559639,-0.3149841386
9.340000,-0.4967163222,-0.2481711823,-0.4923161777,-0.2632008855
9.350000,-0.4987299011,-0.1544867304,-0.5037504433,-0.1519493338
9.360000,-0.4998051696,-0.0605361005,-0.5100174977,-0.0558591688
9.370000,-0.4999402756,0.0335187709,-0.4928567111,0.0443766341
9.380000,-0.4991349865,0.1275159281,-0.4966969794,0.1284957596
9.390000,-0.4973906892,0.2212934260,-0.5030314756,0.2243739314
9.400000,-0.4947103899,0.3146893618,-0.5075134339,0.3107728762
9.410000,-0.4910987133,0.4075419124,-0.4823741400,0.4102331818
9.420000,-0.4865619019,0.4996893814,-0.4800598902,0.4962574587
9.430000,-0.4811078143,0.5909702604,-0.4820995730,0.5971859793
9.440000,-0.4747459229,0.6812233072,-0.4562795529,0.6775272039
9.450000,-0.4674873106,0.7702876462,-0.4781881583,0.7740586501
9.460000,-0.4593446670,0.8580028917,-0.4745999187,0.8577102635
9.470000,-0.4503322823,0.9442092996,-0.4572513630,0.9554698021
9.480000,-0.4404660403,1.0287479482,-0.4409219005,1.0282340109
9.490000,-0.4297634090,1.1114609500,-0.4273300145,1.0937306253
9.500000,-0.4182434290,1.1921916970,-0.4206557896,1.2048109120
9.510000,-0.4059266996,1.2707851392,-0.4024061456,1.2617278162
9.520000,-0.3928353614,1.3470880970,-0.4053507557,1.3405504336
9.530000,-0.3789930761,1.4209496071,-0.3645554301,1.4149929942
9.540000,-0.3644250023,1.4922213001,-0.3652465141,1.5059656810
9.550000,-0.3491577678,1.5607578091,-0.3379848095,1.5394010670
9.560000,-0.3332194370,1.6264172061,-0.3297921835,1.6577946914
9.570000,-0.3166394746,1.6890614626,-0.3120719424,1.6996220307
9.580000,-0.2994487042,1.7485569324,-0.2937510314,1.7507893216
9.590000,-0.2816792617,1.8047748500,-0.2772021761,1.8042259100
9.600000,-0.2633645443,1.8575918412,-0.2569373167,1.8604473819
9.610000,-0.2445391536,1.9068904400,-0.2312476283,1.9121016643
9.620000,-0.2252388344,1.9525596060,-0.2232736227,1.9590117618
9.630000,-0.2055004074,1.9944952360,-0.1984103698,2.0000512807
9.640000,-0.1853616979,2.0326006643,-0.1862590548,2.0334964711
9.650000,-0.1648614582,2.0667871434,-0.1504602861,2.0648137592
9.660000,-0.1440392870,2.0969743020,-0.1508032101,2.0954615691
9.670000,-0.1229355429,2.1230905694,-0.1049261385,2.1211414866
9.680000,-0.1015912543,2.1450735658,-0.1019928338,2.1564112667
9.690000,-0.0800480263,2.1628704475,-0.0943557774,2.1688060147
9.700000,-0.0583479435,2.1764382067,-0.0570668994,2.1470343203
9.710000,-0.0365334702,2.1857439177,-0.0433439868,2.1923029254
9.720000,-0.0146473487,2.1907649285,-0.0062409132,2.1927122904
9.730000,0.0072675041,2.1914889935,0.0007412643,2.1913019059
9.740000,0.0291681010,2.1879143454,0.0247062667,2.1840291609
9.750000,0.0510114898,2.1800497058,0.0321160825,2.1912908330
9.760000,0.0727548578,2.1679142336,0.0682317947,2.1773894982
9.770000,0.0943556356,2.1515374127,0.0701168423,2.1438086360
9.780000,0.1157715993,2.1309588803,0.0999325711,2.1350294032
9.790000,0.1369609716,2.1062281982,0.1445651182,2.0965116308
9.800000,0.1578825191,2.0774045708,0.1657405207,2.0636083892
9.810000,0.1784956473,2.0445565148,0.1827502229,2.0382893425
9.820000,0.1987604918,2.0077614833,0.1890907304,2.0163854180
9.830000,0.2186380060,1.9671054522,0.2181608925,1.9766367027
9.840000,0.2380900435,1.9226824732,0.2380540181,1.9278133274
9.850000,0.2570794371,1.8745941995,0.2454957902,1.8818451574
9.860000,0.2755700717,1.8229493917,0.2906040547,1.8281111746
9.870000,0.2935269536,1.7678634095,0.3023005765,1.7614485935
9.880000,0.3109162735,1.7094576948,0.3087066317,1.7137769203
9.890000,0.3277054645,1.6478592550,0.3279743229,1.6558633503
9.900000,0.3438632559,1.5832001488,0.3459470839,1.5907430621
9.910000,0.3593597202,1.5156169835,0.3389423715,1.5275061172
9.920000,0.3741663172,1.4452504263,0.3716945433,1.4523334647
9.930000,0.3882559313,1.3722447360,0.3814360888,1.3757592181
9.940000,0.4016029058,1.2967473179,0.3915867057,1.3074488202
9.950000,0.4141830721,1.2189083053,0.4113720691,1.2186430927
9.960000,0.4259737746,1.1388801716,0.4439506399,1.1300614251
9.970000,0.4369538931,1.0568173736,0.4433623217,1.0551867040
9.980000,0.4471038601,0.9728760272,0.4413920702,0.9654270007
9.990000,0.4564056766,0.8872136179,0.4621315044,0.8804618352
10.000000,0.4648429242,0.7999887446,0.4788364785,0.7985435579
